order_idx,run_idx,set_id,V_cmd,ts_us,gx_u,gy_u,gz_u,angle_x_deg,angle_y_deg,angle_z_deg
11,1,2,10.0,107502799,-14.516171,0.14052900000000013,0.0017980000000000218,-212.2098681923141,2.74411622953597,-10.503162619667982
11,1,2,10.0,107517091,-13.020771,-0.5156709999999999,-0.257602,-212.40664717984606,2.74143546480397,-10.504990595051982
11,1,2,10.0,107531348,-12.105171,0.1710290000000001,-0.196602,-212.58575745739307,2.73897868430697,-10.508228388265982
11,1,2,10.0,107545649,-13.676871,0.01842900000000003,-0.791702,-212.77011194871412,2.7403334037359706,-10.515295256017984
11,1,2,10.0,107559950,-12.074671,-0.11887099999999995,-1.280002,-212.95424834978516,2.7396151932149704,-10.530108975469988
11,1,2,10.0,107574213,-6.306671,0.23202900000000004,-1.0054020000000001,-213.08533489025817,2.7404221794919703,-10.546407334095987
11,1,2,10.0,107588485,-9.740071,-0.07307099999999989,-0.6391020000000001,-213.1998444411702,2.7415565037799707,-10.558142514639991
11,1,2,10.0,107602800,-11.189671,0.399929,-0.532302,-213.34964906953516,2.74389598991497,-10.566526838769988
11,1,2,10.0,107617036,-13.860071,0.46092900000000014,-0.456002,-213.52795313309113,2.7500235771589687,-10.573561586641986
11,1,2,10.0,107631346,-11.235471,0.262629,-0.684902,-213.70751173610105,2.755200634648967,-10.581724754761984
11,1,2,10.0,107645659,-9.923171,-0.012070999999999943,-0.578102,-213.85893355757406,2.7569937529759674,-10.590763442887985
11,1,2,10.0,107659916,-12.776571,0.21682900000000016,-0.10510199999999997,-214.02074866842108,2.7584533703789673,-10.595633662601985
11,1,2,10.0,107674201,-12.807171,0.06422900000000009,-0.028801999999999994,-214.20348054565608,2.7604608271439677,-10.596590071921986
11,1,2,10.0,107688497,-12.425671000000001,0.1710290000000001,0.047497999999999985,-214.3838449002721,2.7621424513279678,-10.596456432913985
11,1,2,10.0,107702794,-14.409371,0.048929,-0.166102,-214.5756751980091,2.763714821090968,-10.597304273607985
11,1,2,10.0,107717091,-12.776571,-0.43937099999999996,-0.532302,-214.77001390439608,2.760923746453968,-10.602296814601985
11,1,2,10.0,107731351,-9.450071,0.41522900000000007,-0.150802,-214.92848986185615,2.760751613993968,-10.607167346121987
11,1,2,10.0,107745649,-7.374871000000001,0.14052900000000013,-0.623902,-215.04877137221413,2.7647247279359672,-10.612705705017985
11,1,2,10.0,107759911,-11.647471000000001,-0.164671,-0.532302,-215.18441969301617,2.7645525713339674,-10.620950595741986
11,1,2,10.0,107774213,-12.379871,-0.43937099999999996,-0.288202,-215.35623921565818,2.760233066991967,-10.626818019845986
11,1,2,10.0,107788507,-12.456171000000001,0.155829,-0.05930200000000002,-215.53374240783208,2.758206592317968,-10.629301630933986
11,1,2,10.0,107802800,-15.691171,-0.17997099999999988,-0.471302,-215.7348973874352,2.7580340615149677,-10.633093592419987
11,1,2,10.0,107817041,-15.309671,-0.5003709999999999,-0.593402,-215.95563888289618,2.753189686303968,-10.640674817251986
11,1,2,10.0,107831346,-12.334071,0.01842900000000003,-0.379702,-216.1533607475511,2.7497425961489697,-10.647634943611983
11,1,2,10.0,107845648,-12.227271,-0.11887099999999995,-0.395002,-216.3289989041931,2.7490243354069697,-10.653174851915983
11,1,2,10.0,107859911,-14.195771,0.20152900000000007,-0.6544019999999999,-216.5174348282161,2.74961381093397,-10.660658676541983
11,1,2,10.0,107874212,-13.997371000000001,-0.2714709999999999,-1.066402,-216.71902989008714,2.74911369066297,-10.672963285543986
11,1,2,10.0,107888486,-13.722671,0.21682900000000016,-1.234202,-216.91686782984115,2.74872371070897,-10.689382696291986
11,1,2,10.0,107902752,-14.867171,0.20152900000000007,-1.0054020000000001,-217.12079917282725,2.751707858322971,-10.705357791623992
11,1,2,10.0,107917064,-11.555871,0.5372290000000002,-1.112202,-217.30988246137912,2.756994410570967,-10.720511365847981
11,1,2,10.0,107931335,-8.885471,-0.08837099999999998,-0.822202,-217.4557416572202,2.7601972368299688,-10.734314305589988
11,1,2,10.0,107945649,-11.128571,-0.11887099999999995,-0.364502,-217.59898215581418,2.758714005835969,-10.742807546117987
11,1,2,10.0,107959895,-12.227271,0.20152900000000007,-0.593402,-217.76534581838018,2.759302778769969,-10.749630696309987
11,1,2,10.0,107974207,-10.289371000000001,0.293129,-0.593402,-217.9264749085322,2.76284255141797,-10.75812346573399
11,1,2,10.0,107988471,-11.464271,0.11002900000000015,-0.379702,-218.08162188327617,2.765717874273969,-10.765063643461987
11,1,2,10.0,108002760,-15.385971,-0.31727099999999997,-0.517102,-218.27345343724505,2.76423723380497,-10.771470859639983
11,1,2,10.0,108017064,-16.026871,-0.042570999999999914,-0.593402,-218.4981180832292,2.7616636438209685,-10.77941318424799
11,1,2,10.0,108031336,-13.600571,0.03372900000000012,-0.547602,-218.70953950934108,2.7616005473089684,-10.787555388791985
11,1,2,10.0,108045592,-15.141771,0.11002900000000015,-0.929102,-218.91441492311714,2.762625254332969,-10.798081334903987
11,1,2,10.0,108059911,-13.890571,0.18632899999999997,-1.066402,-219.12227197566614,2.764747029433969,-10.812368145791988
11,1,2,10.0,108074216,-7.878371,0.24732900000000013,-1.234202,-219.27797433332123,2.7678487682789705,-10.828823215901997
11,1,2,10.0,108088497,-9.633171,0.07952899999999996,-0.700202,-219.4030154989722,2.77018269782797,-10.842635827663994
11,1,2,10.0,108102759,-12.440871,-0.012070999999999943,-0.898502,-219.56042549247422,2.7706637408259702,-10.854036185887995
11,1,2,10.0,108117065,-14.958671,0.23202900000000004,-0.623902,-219.7564144164001,2.7722371003999693,-10.864925941699989
11,1,2,10.0,108131333,-11.418571,0.476229,-0.578102,-219.94458966082811,2.77728981297197,-10.87350103823599
11,1,2,10.0,108145600,-9.740071,-0.027371000000000034,-0.684902,-220.09552483353517,2.780491741514971,-10.882510677269991
11,1,2,10.0,108159911,-12.974971,-0.057871000000000006,-0.44080199999999997,-220.25806231656608,2.779881792383971,-10.890565652241987
11,1,2,10.0,108174168,-13.570071,0.03372900000000012,-0.486502,-220.4472886484631,2.7797096961369707,-10.897175938805987
11,1,2,10.0,108188493,-10.182571,0.155829,-0.8528020000000001,-220.61741694678807,2.781067405311971,-10.906768703705986
11,1,2,10.0,108202760,-11.006571000000001,-0.027371000000000034,-0.974802,-220.76856969124512,2.781983760454971,-10.919805916839989
12,2,2,20.0,110902615,-2.354571,0.01842900000000003,-0.578102,0.0,0.0,0.0
12,2,2,20.0,110916920,-2.415571,-0.14937099999999992,-0.44080199999999997,-0.034118440655017505,-0.0009365626550004798,-0.007287710860003739
12,2,2,20.0,110931174,-2.339271,-0.22567099999999995,-0.318702,-0.06800619958900322,-0.0036094869889993528,-0.012700695868001459
12,2,2,20.0,110945471,-2.583471,-0.11887099999999995,-0.227102,-0.10319642077600105,-0.006072445475999199,-0.016602375762001218
12,2,2,20.0,110959770,-5.223271,-0.027371000000000034,-0.395002,-0.15901072270503336,-0.007118002654999804,-0.02105010831000379
12,2,2,20.0,110974066,-8.809171,0.048929,-0.593402,-0.25931461812094514,-0.00696390607099994,-0.02811522010199758
12,2,2,20.0,110988343,-16.362571,-0.24097099999999982,-1.020602,-0.439003098388033,-0.008334797888000609,-0.03963678765600321
12,2,2,20.0,111002598,-17.354371,0.12522900000000003,-1.112202,-0.6793206024931288,-0.009159748993000935,-0.05483834816600927
12,2,2,20.0,111016911,-20.177370999999997,2.063229,-0.272902,-0.9479165141158874,0.006501950683984995,-0.06475084494200037
12,2,2,20.0,111031204,-17.613771,-1.949971,-1.4021020000000002,-1.2179909104190614,0.007311348980985519,-0.07672126102800808
12,2,2,20.0,111045494,-14.867171,0.155829,-0.822202,-1.4500672410091033,-0.005507795609016793,-0.09261391310801095
12,2,2,20.0,111059755,-12.471471000000001,0.09472900000000006,-0.07450200000000001,-1.645005427789974,-0.0037211917900179785,-0.0990078609800067
12,2,2,20.0,111074047,-20.711471,1.8648289999999998,-1.234202,-1.8821307313219329,0.010281809677979599,-0.10835985976400508
12,2,2,20.0,111088307,-15.416471,0.720329,-0.181402,-2.1397229577820642,0.028713986217988992,-0.11845311628401023
12,2,2,20.0,111102599,-9.694271,0.09472900000000006,-0.364502,-2.3191643201140333,0.034538390685987984,-0.12235414626800956
12,2,2,20.0,111116902,-29.561771,0.9950290000000002,-0.425502,-2.5999039044769976,0.04233179502298699,-0.12800385987400884
12,2,2,20.0,111131207,-26.860871,0.5372290000000002,-0.974802,-3.0034668513822047,0.05329127036799262,-0.13801953423401397
12,2,2,20.0,111145471,-21.230271,-0.6071709999999999,-0.715402,-3.3464528761261367,0.05279244402399272,-0.15007406916201158
12,2,2,20.0,111159746,-17.552771,-0.14937099999999992,-0.807002,-3.6232668384010944,0.04739262549899355,-0.16094022771200991
